transaction_id,client_id,transaction_date,transaction_type,transaction_amount,currency,origin_country,destination_country,channel,purpose_code,counterparty_name,counterparty_type,is_flagged,flag_reason,created_at
C00032_T0003,C00032,2025-05-30,Payment,492.25,USD,Finland,Cyprus,Branch,Investment,Chris Lee,Individual,False,-,2024-02-11 23:53:18.079902
C00032_T0004,C00032,2025-05-31,Withdrawal,1915.6,USD,Greece,Sweden,Mobile App,Salary,Jane Doe,Government,False,-,2024-10-30 06:21:34.079909
C00032_T0005,C00032,2025-06-01,Transfer,259.73,USD,United Kingdom,Spain,API,Crypto Settlement,Alice Brown,Government,False,-,2024-12-23 18:22:51.079916
C00032_T0006,C00032,2025-06-02,Withdrawal,87.9,USD,Cyprus,Netherlands,Branch,Commission,Michael Johnson,Government,False,-,2024-06-23 09:40:58.079922
C00032_T0007,C00032,2025-06-03,Investment,55.42,USD,Norway,Latvia,API,Salary,Alice Brown,Government,False,-,2024-01-16 10:11:59.079929
C00032_T0008,C00032,2025-06-04,Withdrawal,46.73,USD,Switzerland,Lithuania,Mobile App,Salary,Michael Johnson,Individual,False,-,2025-02-23 20:13:08.079935
C00032_T0009,C00032,2025-06-05,Payment,795.02,USD,Italy,Portugal,Branch,Investment,Jane Doe,Unknown,False,Large volume,2024-09-05 11:12:59.079943
C00032_T0010,C00032,2025-06-06,Investment,349.19,USD,Bulgaria,Germany,Online,Crypto Settlement,Alice Brown,Unknown,False,-,2024-10-25 17:09:45.079954
C00032_T0011,C00032,2025-06-07,Deposit,1388.74,USD,Bulgaria,Slovakia,API,Business Expense,Jane Doe,Individual,False,-,2023-08-09 14:35:03.079965
C00032_T0012,C00032,2025-06-08,Payment,1256.79,USD,Slovenia,Italy,API,Salary,Alice Brown,Unknown,False,Large volume,2024-12-09 03:14:38.079980
C00032_T0013,C00032,2025-06-09,Transfer,925.04,USD,Bulgaria,France,Branch,Loan,Michael Johnson,Unknown,False,Large volume,2024-11-15 01:46:47.079996
C00032_T0014,C00032,2025-06-10,Withdrawal,515.47,USD,Bulgaria,Finland,Mobile App,Business Expense,Jane Doe,Business,False,-,2023-10-22 09:17:13.080008
C00032_T0015,C00032,2025-06-11,Withdrawal,2250.81,USD,Iceland,Lithuania,API,Crypto Settlement,Michael Johnson,Individual,True,-,2024-03-10 12:16:12.080015
C00032_T0016,C00032,2025-06-12,Payment,1465.09,USD,Croatia,Spain,Branch,Commission,Michael Johnson,Unknown,True,-,2024-05-25 18:34:49.080025
C00032_T0017,C00032,2025-06-13,Withdrawal,375.26,USD,Portugal,Luxembourg,Mobile App,Business Expense,Alice Brown,Business,False,-,2024-11-06 04:23:55.080036
C00032_T0018,C00032,2025-06-14,Withdrawal,825.06,USD,Portugal,Belgium,API,Investment,Alice Brown,Individual,False,-,2025-05-01 04:06:15.080047
C00032_T0019,C00032,2025-06-15,Deposit,201.28,USD,Greece,Hungary,Branch,Investment,Jane Doe,Individual,False,-,2025-06-10 00:59:12.080054
C00032_T0020,C00032,2025-06-16,Withdrawal,472.22,USD,Slovakia,Croatia,Mobile App,Commission,Chris Lee,Government,False,-,2024-01-03 10:00:06.080060
C00032_T0021,C00032,2025-06-17,Withdrawal,6937.8,USD,Cyprus,Poland,API,Commission,John Smith,Business,True,Large volume,2023-12-20 02:39:27.080067
C00032_T0022,C00032,2025-06-18,Deposit,300.16,USD,Lithuania,Czech Republic,API,Commission,Alice Brown,Business,False,-,2024-11-25 11:44:24.080073
C00032_T0023,C00032,2025-06-19,Withdrawal,1419.46,USD,Belgium,Belgium,Mobile App,Investment,Michael Johnson,Business,False,-,2025-02-10 05:17:09.080080
C00032_T0024,C00032,2025-06-20,Deposit,322.62,USD,Luxembourg,Denmark,Mobile App,Crypto Settlement,John Smith,Individual,False,-,2023-08-05 12:45:57.080087
C00032_T0025,C00032,2025-06-21,Transfer,3296.31,USD,United Kingdom,Slovenia,Branch,Crypto Settlement,Jane Doe,Government,False,-,2024-05-04 22:16:32.080093
C00032_T0026,C00032,2025-06-22,Withdrawal,439.76,USD,Lithuania,Finland,API,Business Expense,John Smith,Individual,False,-,2024-04-17 11:08:17.080100
C00032_T0027,C00032,2025-06-23,Payment,504.26,USD,Lithuania,Italy,API,Salary,John Smith,Unknown,False,-,2023-11-12 10:32:14.080106
C00032_T0028,C00032,2025-06-24,Investment,1067.33,USD,Germany,Slovenia,Branch,Salary,Chris Lee,Unknown,False,-,2024-07-26 02:35:48.080113
C00032_T0029,C00032,2025-06-25,Transfer,1050.68,USD,Norway,Netherlands,API,Loan,Chris Lee,Unknown,False,-,2023-12-28 21:01:50.080120
C00032_T0030,C00032,2025-06-26,Withdrawal,1024.98,USD,Croatia,Croatia,API,Investment,John Smith,Government,True,-,2025-03-06 03:58:47.080126
C00032_T0031,C00032,2025-06-27,Payment,1008.71,USD,Iceland,Ireland,API,Commission,Chris Lee,Individual,True,-,2025-04-16 00:08:43.080133
C00032_T0032,C00032,2025-06-28,Investment,443.3,USD,Greece,Portugal,Online,Crypto Settlement,Chris Lee,Business,False,Large volume,2024-09-02 01:33:29.080140
C00032_T0033,C00032,2025-06-29,Deposit,675.05,USD,Spain,Germany,Mobile App,Business Expense,John Smith,Unknown,False,-,2023-11-17 19:59:42.080146
C00032_T0034,C00032,2025-06-30,Withdrawal,1066.09,USD,Norway,Finland,Online,Crypto Settlement,Alice Brown,Unknown,False,-,2023-12-28 00:29:43.080153
C00032_T0035,C00032,2025-07-01,Deposit,1317.81,USD,United Kingdom,Greece,Online,Investment,Chris Lee,Individual,False,-,2024-09-30 03:14:14.080159
C00032_T0036,C00032,2025-07-02,Transfer,345.72,USD,Romania,Greece,Mobile App,Loan,John Smith,Business,False,-,2024-06-23 18:05:21.080166
C00032_T0037,C00032,2025-07-03,Investment,1431.98,USD,Iceland,Lithuania,Online,Crypto Settlement,Alice Brown,Government,False,-,2025-02-12 16:23:01.080173
C00032_T0038,C00032,2025-07-04,Investment,3041.34,USD,Spain,Lithuania,Branch,Salary,Chris Lee,Unknown,False,-,2025-05-05 17:50:45.080179
C00032_T0039,C00032,2025-07-05,Deposit,1680.28,USD,Switzerland,Switzerland,Online,Business Expense,John Smith,Unknown,False,-,2025-03-13 13:02:33.080186
C00032_T0040,C00032,2025-07-06,Deposit,104.23,USD,Portugal,Slovakia,Branch,Salary,Chris Lee,Unknown,False,-,2023-08-11 05:10:27.080192
C00032_T0041,C00032,2025-07-07,Transfer,750.08,USD,Belgium,Finland,Mobile App,Business Expense,Alice Brown,Business,False,-,2024-03-12 13:59:14.080199
C00032_T0042,C00032,2025-07-08,Payment,676.84,USD,United Kingdom,Greece,API,Commission,John Smith,Unknown,False,-,2024-08-01 13:20:05.080206
C00032_T0043,C00032,2025-07-09,Withdrawal,485.93,USD,France,Austria,Mobile App,Business Expense,Alice Brown,Business,False,Large volume,2024-06-10 02:06:32.080212
C00032_T0044,C00032,2025-07-10,Payment,800.67,USD,Malta,Iceland,Mobile App,Commission,Michael Johnson,Unknown,True,-,2024-08-18 23:29:10.080219
C00032_T0045,C00032,2025-07-11,Investment,686.04,USD,France,Croatia,Online,Investment,Jane Doe,Unknown,False,-,2024-04-01 12:23:58.080225
C00032_T0046,C00032,2025-07-12,Withdrawal,7.33,USD,Greece,Greece,Mobile App,Salary,Michael Johnson,Business,False,-,2025-02-13 02:44:02.080232
C00032_T0047,C00032,2025-07-13,Transfer,319.72,USD,Croatia,Spain,Mobile App,Business Expense,Chris Lee,Business,False,-,2025-07-11 06:14:02.080239
C00032_T0048,C00032,2025-07-14,Payment,284.91,USD,Luxembourg,Norway,Branch,Business Expense,Alice Brown,Government,False,-,2023-08-14 18:28:26.080245
C00032_T0049,C00032,2025-07-15,Payment,508.93,USD,Latvia,United Kingdom,API,Loan,John Smith,Individual,False,-,2024-04-22 17:33:49.080252
C00032_T0050,C00032,2025-07-16,Withdrawal,227.09,USD,Denmark,Malta,Online,Salary,Alice Brown,Unknown,False,-,2024-02-10 22:22:59.080259
C00032_T0051,C00032,2025-07-17,Transfer,83.17,USD,Cyprus,Denmark,API,Investment,Chris Lee,Unknown,False,-,2024-09-17 12:49:57.080265
C00032_T0052,C00032,2025-07-18,Transfer,259.32,USD,Norway,Luxembourg,API,Commission,John Smith,Individual,False,-,2024-02-10 08:03:30.080272
C00032_T0053,C00032,2025-07-19,Payment,2280.73,USD,Italy,Luxembourg,API,Investment,Michael Johnson,Individual,False,-,2025-04-30 23:56:38.080279
C00032_T0054,C00032,2025-07-20,Payment,1889.02,USD,Estonia,Netherlands,Online,Loan,Alice Brown,Individual,False,-,2024-08-14 02:41:56.080286
C00032_T0055,C00032,2025-07-21,Deposit,691.26,USD,Spain,Netherlands,Mobile App,Investment,Jane Doe,Unknown,False,-,2023-08-21 10:49:21.080499
C00032_T0056,C00032,2025-07-22,Withdrawal,2490.15,USD,Croatia,Lithuania,API,Commission,Chris Lee,Unknown,True,-,2024-02-11 02:03:59.080514
C00032_T0057,C00032,2025-07-23,Transfer,313.7,USD,Greece,Czech Republic,Online,Salary,Chris Lee,Unknown,False,-,2024-11-23 11:02:23.080522
C00032_T0058,C00032,2025-07-24,Investment,1039.51,USD,Spain,Romania,Mobile App,Crypto Settlement,Alice Brown,Business,False,-,2024-05-28 17:07:15.080541
C00032_T0059,C00032,2025-07-25,Withdrawal,182.69,USD,Lithuania,France,API,Loan,Michael Johnson,Government,False,Large volume,2023-09-23 07:04:38.080553
C00032_T0060,C00032,2025-07-26,Deposit,2122.88,USD,Greece,Greece,Branch,Business Expense,Michael Johnson,Government,False,-,2024-04-30 17:37:54.080565
C00032_T0061,C00032,2025-07-27,Withdrawal,165.75,USD,Croatia,Germany,Online,Business Expense,Jane Doe,Individual,False,-,2024-10-10 11:22:19.080577
C00033_T0001,C00033,2025-04-30,Transfer,1586.27,USD,Romania,Norway,Mobile App,Loan,Jane Doe,Unknown,False,-,2024-02-29 11:54:14.080600
C00033_T0002,C00033,2025-05-01,Withdrawal,5465.31,USD,Finland,Latvia,Online,Commission,Michael Johnson,Unknown,False,-,2025-06-14 01:08:37.080609
C00033_T0003,C00033,2025-05-02,Deposit,7247.38,USD,Luxembourg,Italy,API,Crypto Settlement,Alice Brown,Government,False,-,2025-07-19 04:22:39.080617
C00033_T0004,C00033,2025-05-03,Payment,7466.6,USD,Estonia,Romania,Online,Commission,Chris Lee,Government,False,-,2023-10-25 11:39:09.080624
C00033_T0005,C00033,2025-05-04,Deposit,1478.13,USD,Slovakia,Portugal,Mobile App,Salary,Alice Brown,Unknown,False,-,2024-03-28 08:20:17.080631
C00033_T0006,C00033,2025-05-05,Deposit,1142.16,USD,Iceland,Ireland,Online,Loan,John Smith,Unknown,False,-,2023-12-15 14:11:25.080638
C00033_T0007,C00033,2025-05-06,Investment,1874.34,USD,Spain,Sweden,Online,Loan,Alice Brown,Government,False,-,2023-10-11 07:39:12.080768
C00033_T0008,C00033,2025-05-07,Payment,1325.19,USD,Lithuania,Bulgaria,Online,Business Expense,Michael Johnson,Unknown,False,-,2024-04-07 10:20:38.080781
C00033_T0009,C00033,2025-05-08,Payment,3988.61,USD,Romania,Hungary,Mobile App,Commission,Chris Lee,Individual,False,-,2025-07-01 17:09:11.080793
C00033_T0010,C00033,2025-05-09,Transfer,755.22,USD,Slovenia,Malta,Mobile App,Business Expense,Alice Brown,Government,False,-,2023-08-02 00:07:38.080804
C00033_T0011,C00033,2025-05-10,Investment,3379.03,USD,Malta,France,Online,Commission,Alice Brown,Unknown,False,-,2024-10-04 16:05:32.080811
C00033_T0012,C00033,2025-05-11,Payment,8226.77,USD,Malta,Ireland,API,Salary,John Smith,Business,False,-,2024-06-18 18:53:25.080818
C00033_T0013,C00033,2025-05-12,Investment,1032.25,USD,Norway,Netherlands,API,Salary,Michael Johnson,Business,False,-,2024-05-14 13:13:01.080825
C00033_T0014,C00033,2025-05-13,Investment,3551.34,USD,Netherlands,United Kingdom,Mobile App,Investment,Alice Brown,Government,False,-,2024-09-08 02:39:35.080833
C00033_T0015,C00033,2025-05-14,Withdrawal,487.15,USD,Lithuania,Cyprus,Branch,Commission,Michael Johnson,Business,False,-,2025-03-26 08:02:40.080841
C00033_T0016,C00033,2025-05-15,Payment,406.78,USD,Austria,Spain,API,Commission,Jane Doe,Business,False,-,2024-01-09 08:17:17.080848
C00033_T0017,C00033,2025-05-16,Withdrawal,386.32,USD,Malta,Czech Republic,Online,Loan,John Smith,Individual,True,Large volume,2023-08-31 01:19:18.080856
C00033_T0018,C00033,2025-05-17,Deposit,468.73,USD,Switzerland,Netherlands,Branch,Loan,John Smith,Government,False,-,2023-11-13 00:54:45.080867
C00033_T0019,C00033,2025-05-18,Deposit,765.6,USD,Norway,Slovakia,Mobile App,Business Expense,John Smith,Business,False,-,2024-10-13 04:24:31.080879
C00033_T0020,C00033,2025-05-19,Withdrawal,2600.99,USD,Slovenia,Switzerland,API,Investment,Michael Johnson,Unknown,False,-,2025-01-23 05:15:57.080898
C00033_T0021,C00033,2025-05-20,Deposit,4578.9,USD,Poland,Germany,Branch,Salary,Alice Brown,Government,False,Large volume,2025-07-16 10:09:16.080906
C00033_T0022,C00033,2025-05-21,Withdrawal,426.43,USD,Finland,Iceland,Mobile App,Commission,Alice Brown,Government,False,-,2024-04-11 02:31:14.080914
C00033_T0023,C00033,2025-05-22,Transfer,6413.67,USD,Austria,Netherlands,Mobile App,Business Expense,Michael Johnson,Business,False,-,2025-02-23 06:05:49.080921
C00033_T0024,C00033,2025-05-23,Investment,5814.43,USD,Czech Republic,Malta,Online,Investment,Michael Johnson,Business,False,-,2023-08-08 18:59:00.080931
C00033_T0025,C00033,2025-05-24,Transfer,4085.54,USD,Finland,Luxembourg,API,Loan,Jane Doe,Individual,False,-,2024-03-18 18:00:23.080943
C00033_T0026,C00033,2025-05-25,Payment,1744.82,USD,Poland,Hungary,Branch,Investment,Chris Lee,Unknown,False,-,2024-10-26 13:33:25.080954
C00033_T0027,C00033,2025-05-26,Transfer,4.9,USD,Romania,Spain,Online,Business Expense,Chris Lee,Individual,False,-,2025-02-14 03:21:05.080962
C00033_T0028,C00033,2025-05-27,Transfer,4171.78,USD,France,Switzerland,API,Salary,John Smith,Individual,False,-,2024-10-18 09:34:21.080969
C00033_T0029,C00033,2025-05-28,Deposit,6638.47,USD,Switzerland,Bulgaria,Branch,Loan,Alice Brown,Unknown,False,-,2024-08-23 12:27:01.080976
C00033_T0030,C00033,2025-05-29,Withdrawal,1283.78,USD,Germany,Bulgaria,Mobile App,Crypto Settlement,John Smith,Business,False,-,2024-07-24 14:45:22.080983
C00033_T0031,C00033,2025-05-30,Payment,3978.97,USD,Greece,Czech Republic,Mobile App,Loan,Alice Brown,Individual,False,Large volume,2024-03-22 17:59:16.080990
C00033_T0032,C00033,2025-05-31,Deposit,201.36,USD,Austria,Germany,API,Salary,Alice Brown,Government,False,-,2024-03-27 20:41:06.080997
C00033_T0033,C00033,2025-06-01,Payment,3885.71,USD,Czech Republic,Estonia,Online,Loan,Jane Doe,Individual,False,-,2024-08-16 13:10:55.081004
C00033_T0034,C00033,2025-06-02,Investment,222.41,USD,Spain,Germany,Branch,Business Expense,Michael Johnson,Unknown,False,Large volume,2023-08-18 09:19:27.081012
C00033_T0035,C00033,2025-06-03,Withdrawal,2781.18,USD,Cyprus,Germany,Branch,Loan,Michael Johnson,Individual,False,-,2024-11-17 13:07:25.081019
C00033_T0036,C00033,2025-06-04,Deposit,2861.13,USD,Luxembourg,Netherlands,Mobile App,Commission,Michael Johnson,Individual,False,-,2025-06-27 07:13:11.081029
C00033_T0037,C00033,2025-06-05,Transfer,1130.88,USD,Norway,France,API,Investment,Chris Lee,Government,False,-,2024-03-29 16:43:51.081040
C00033_T0038,C00033,2025-06-06,Investment,259.11,USD,Hungary,Poland,Online,Business Expense,Michael Johnson,Unknown,False,-,2023-09-19 06:37:49.081051
C00033_T0039,C00033,2025-06-07,Transfer,9375.35,USD,Bulgaria,Finland,Mobile App,Salary,Chris Lee,Government,False,-,2025-07-26 02:03:03.081065
C00033_T0040,C00033,2025-06-08,Payment,2410.89,USD,Cyprus,Malta,Mobile App,Business Expense,John Smith,Business,False,-,2024-01-29 17:46:40.081073
C00033_T0041,C00033,2025-06-09,Investment,2725.12,USD,Portugal,Netherlands,Online,Commission,Chris Lee,Unknown,False,-,2023-08-27 12:28:04.081107
C00033_T0042,C00033,2025-06-10,Deposit,3000.62,USD,Netherlands,Hungary,Branch,Loan,Alice Brown,Individual,False,-,2025-05-30 10:14:19.081119
C00033_T0043,C00033,2025-06-11,Transfer,6968.52,USD,Austria,Finland,Branch,Loan,Jane Doe,Government,False,-,2024-12-25 14:02:20.081132
C00033_T0044,C00033,2025-06-12,Transfer,195.36,USD,Bulgaria,Sweden,API,Crypto Settlement,Jane Doe,Government,False,-,2024-10-29 04:39:45.081144
C00033_T0045,C00033,2025-06-13,Payment,7033.81,USD,Portugal,Ireland,Mobile App,Business Expense,Alice Brown,Unknown,False,-,2024-06-18 17:27:22.081154
C00033_T0046,C00033,2025-06-14,Payment,861.34,USD,Latvia,Romania,API,Loan,John Smith,Government,False,Large volume,2023-10-15 09:12:57.081161
C00033_T0047,C00033,2025-06-15,Withdrawal,255.11,USD,Denmark,Spain,Branch,Loan,Jane Doe,Unknown,False,Large volume,2024-09-28 16:15:06.081167
C00033_T0048,C00033,2025-06-16,Withdrawal,3365.99,USD,Hungary,United Kingdom,Online,Commission,Alice Brown,Business,True,-,2024-09-02 10:18:03.081174
C00033_T0049,C00033,2025-06-17,Payment,11854.54,USD,Iceland,Greece,Branch,Salary,Jane Doe,Unknown,False,Large volume,2023-10-15 10:17:31.081181
C00033_T0050,C00033,2025-06-18,Withdrawal,185.29,USD,Ireland,Portugal,Branch,Crypto Settlement,Chris Lee,Unknown,False,-,2024-12-04 02:49:01.081189
C00033_T0051,C00033,2025-06-19,Transfer,1745.67,USD,Germany,Luxembourg,Mobile App,Crypto Settlement,Jane Doe,Business,False,-,2024-10-31 01:08:27.081206
C00033_T0052,C00033,2025-06-20,Payment,2371.92,USD,Czech Republic,Latvia,Branch,Crypto Settlement,Chris Lee,Business,False,-,2025-04-06 18:16:05.081214
C00033_T0053,C00033,2025-06-21,Investment,913.2,USD,Greece,United Kingdom,API,Investment,Chris Lee,Individual,False,-,2024-12-28 20:23:00.081221
C00033_T0054,C00033,2025-06-22,Payment,12784.51,USD,France,Ireland,Online,Business Expense,Jane Doe,Government,True,-,2025-01-21 16:08:53.081228
C00033_T0055,C00033,2025-06-23,Deposit,3219.92,USD,Portugal,Iceland,Mobile App,Salary,Jane Doe,Business,False,-,2025-06-29 04:12:46.081236
C00033_T0056,C00033,2025-06-24,Deposit,5847.26,USD,Germany,Czech Republic,Online,Investment,Chris Lee,Business,False,-,2025-01-02 11:26:05.081248
C00033_T0057,C00033,2025-06-25,Payment,1689.51,USD,Romania,Czech Republic,API,Salary,Jane Doe,Government,False,-,2024-03-13 19:48:16.081260
C00033_T0058,C00033,2025-06-26,Investment,1373.33,USD,United Kingdom,Spain,API,Business Expense,John Smith,Government,False,-,2025-03-09 02:03:28.081268
C00033_T0059,C00033,2025-06-27,Payment,2532.2,USD,Luxembourg,Austria,Branch,Crypto Settlement,Michael Johnson,Individual,True,-,2025-01-24 18:20:19.081284
C00033_T0060,C00033,2025-06-28,Investment,1796.23,USD,Malta,Cyprus,API,Commission,Michael Johnson,Individual,True,-,2025-04-11 13:08:15.081292
C00033_T0061,C00033,2025-06-29,Transfer,3945.28,USD,Bulgaria,Portugal,Branch,Commission,Alice Brown,Unknown,False,-,2024-01-05 04:33:44.081299
C00033_T0062,C00033,2025-06-30,Transfer,971.32,USD,Sweden,Estonia,Mobile App,Commission,Michael Johnson,Individual,False,-,2025-03-11 22:54:44.081306
C00033_T0063,C00033,2025-07-01,Investment,1876.93,USD,Belgium,Norway,Online,Salary,John Smith,Business,False,-,2024-07-05 12:12:03.081313
C00033_T0064,C00033,2025-07-02,Withdrawal,7088.64,USD,Cyprus,Finland,Branch,Business Expense,Michael Johnson,Business,False,-,2023-11-06 12:24:37.081320
C00033_T0065,C00033,2025-07-03,Transfer,4435.48,USD,Czech Republic,United Kingdom,Branch,Loan,Michael Johnson,Government,False,-,2024-05-04 21:12:18.081327
C00033_T0066,C00033,2025-07-04,Deposit,578.41,USD,Romania,Portugal,Mobile App,Loan,John Smith,Individual,False,-,2025-04-25 01:34:17.081334
C00033_T0067,C00033,2025-07-05,Payment,6850.09,USD,Malta,Poland,API,Commission,Chris Lee,Unknown,False,Large volume,2024-06-20 06:57:46.081342
C00033_T0068,C00033,2025-07-06,Withdrawal,2795.15,USD,Belgium,Portugal,Branch,Salary,Michael Johnson,Unknown,False,-,2024-01-13 13:48:28.081349
C00033_T0069,C00033,2025-07-07,Deposit,3574.74,USD,Norway,Bulgaria,API,Loan,Alice Brown,Unknown,False,-,2024-03-19 22:03:56.081356
C00033_T0070,C00033,2025-07-08,Payment,1095.5,USD,Bulgaria,Denmark,Branch,Salary,Michael Johnson,Unknown,False,-,2025-01-21 05:11:17.081362
C00033_T0071,C00033,2025-07-09,Deposit,1831.3,USD,Finland,Czech Republic,API,Business Expense,Michael Johnson,Government,False,-,2024-04-03 19:59:18.081369
C00033_T0072,C00033,2025-07-10,Withdrawal,5168.1,USD,Ireland,Hungary,Branch,Commission,John Smith,Individual,False,-,2025-02-12 19:44:25.081375
C00033_T0073,C00033,2025-07-11,Investment,1262.05,USD,Norway,Croatia,Online,Investment,John Smith,Individual,False,-,2025-05-04 19:17:54.081389
C00033_T0074,C00033,2025-07-12,Payment,567.07,USD,Iceland,Croatia,Online,Commission,Alice Brown,Individual,False,-,2024-10-07 11:16:39.081396
C00033_T0075,C00033,2025-07-13,Deposit,1494.09,USD,Italy,Bulgaria,Online,Investment,Jane Doe,Individual,False,-,2023-11-05 00:51:32.081403
C00033_T0076,C00033,2025-07-14,Deposit,225.48,USD,Malta,Switzerland,Branch,Loan,John Smith,Unknown,False,-,2023-08-19 20:30:59.081410
C00033_T0077,C00033,2025-07-15,Withdrawal,3977.51,USD,Ireland,Sweden,API,Crypto Settlement,Jane Doe,Unknown,True,-,2023-09-12 02:18:31.081416
C00033_T0078,C00033,2025-07-16,Withdrawal,502.54,USD,Iceland,Italy,Mobile App,Investment,Alice Brown,Government,False,-,2024-10-29 14:43:57.081423
C00033_T0079,C00033,2025-07-17,Withdrawal,1055.09,USD,Finland,Lithuania,Mobile App,Crypto Settlement,Michael Johnson,Government,False,-,2023-09-19 02:13:33.081437
C00033_T0080,C00033,2025-07-18,Investment,6693.36,USD,Denmark,Belgium,Mobile App,Salary,Michael Johnson,Unknown,False,-,2023-10-23 12:57:17.081444
C00033_T0081,C00033,2025-07-19,Transfer,2444.37,USD,Romania,Austria,Online,Crypto Settlement,Jane Doe,Business,False,-,2025-04-26 16:37:37.081450
C00033_T0082,C00033,2025-07-20,Deposit,1218.5,USD,Latvia,Romania,Online,Investment,Alice Brown,Individual,False,-,2024-03-12 22:32:39.081457
C00033_T0083,C00033,2025-07-21,Investment,2493.8,USD,Croatia,Hungary,Online,Loan,Alice Brown,Government,True,-,2025-06-10 22:19:56.081464
C00033_T0084,C00033,2025-07-22,Deposit,774.09,USD,Greece,Latvia,API,Loan,John Smith,Unknown,False,-,2024-06-22 14:06:33.081470
C00033_T0085,C00033,2025-07-23,Investment,80.14,USD,Iceland,Romania,Online,Commission,Jane Doe,Individual,False,Large volume,2025-01-22 02:52:18.081477
C00033_T0086,C00033,2025-07-24,Payment,2909.77,USD,Croatia,Bulgaria,API,Loan,John Smith,Individual,False,-,2025-06-22 11:46:13.081484
C00033_T0087,C00033,2025-07-25,Transfer,3936.22,USD,France,Croatia,API,Salary,Jane Doe,Unknown,False,Large volume,2024-09-16 01:24:06.081490
C00033_T0088,C00033,2025-07-26,Deposit,6659.2,USD,Norway,Finland,API,Investment,John Smith,Business,False,-,2025-05-25 09:00:19.081497
C00033_T0089,C00033,2025-07-27,Withdrawal,4645.68,USD,Norway,Malta,Branch,Business Expense,John Smith,Business,False,-,2023-12-26 17:20:00.081504
C00034_T0001,C00034,2025-04-24,Transfer,22.67,USD,Luxembourg,Cyprus,API,Investment,Chris Lee,Unknown,False,-,2025-07-26 01:58:14.081510
C00034_T0002,C00034,2025-04-25,Withdrawal,5311.99,USD,Italy,Bulgaria,Online,Business Expense,Michael Johnson,Government,False,-,2024-08-30 13:26:24.081517
C00034_T0003,C00034,2025-04-26,Deposit,3122.47,USD,Latvia,Netherlands,API,Crypto Settlement,Michael Johnson,Government,True,-,2025-07-04 17:33:02.081524
C00034_T0004,C00034,2025-04-27,Payment,3339.12,USD,Norway,Switzerland,Branch,Investment,Chris Lee,Individual,True,-,2024-12-26 17:30:36.081530
C00034_T0005,C00034,2025-04-28,Deposit,2484.07,USD,France,Sweden,Mobile App,Crypto Settlement,Michael Johnson,Unknown,False,-,2025-06-21 11:47:17.081537
C00034_T0006,C00034,2025-04-29,Payment,5323.76,USD,Belgium,Hungary,API,Loan,John Smith,Individual,False,-,2023-08-03 05:06:37.081543
C00034_T0007,C00034,2025-04-30,Investment,34261.89,USD,Estonia,France,API,Loan,John Smith,Individual,False,Large volume,2025-02-26 22:06:23.081550
C00034_T0008,C00034,2025-05-01,Payment,4862.18,USD,Hungary,Estonia,Online,Crypto Settlement,John Smith,Individual,False,-,2024-04-24 08:36:35.081556
C00034_T0009,C00034,2025-05-02,Investment,4444.99,USD,Malta,Estonia,Mobile App,Loan,Michael Johnson,Individual,False,-,2024-08-28 10:00:32.081563
C00034_T0010,C00034,2025-05-03,Deposit,4167.4,USD,Belgium,Portugal,Branch,Salary,Michael Johnson,Government,False,-,2024-01-29 19:58:27.081570
C00034_T0011,C00034,2025-05-04,Deposit,4659.83,USD,Austria,France,Branch,Crypto Settlement,Michael Johnson,Business,False,-,2024-05-20 11:55:51.081576
C00034_T0012,C00034,2025-05-05,Withdrawal,1642.21,USD,Denmark,Ireland,Mobile App,Salary,Jane Doe,Government,False,-,2023-11-20 11:10:46.081583
C00034_T0013,C00034,2025-05-06,Withdrawal,1513.82,USD,France,Netherlands,Branch,Crypto Settlement,Chris Lee,Unknown,False,-,2025-02-07 04:45:24.081589
C00034_T0014,C00034,2025-05-07,Investment,6016.45,USD,United Kingdom,Cyprus,Mobile App,Commission,Michael Johnson,Business,True,-,2024-01-15 20:44:35.081596
C00034_T0015,C00034,2025-05-08,Investment,213.94,USD,Denmark,Cyprus,Online,Commission,Chris Lee,Individual,False,-,2025-07-29 09:01:12.081602
C00034_T0016,C00034,2025-05-09,Transfer,5584.82,USD,Romania,Latvia,Branch,Investment,Alice Brown,Government,False,-,2024-11-16 18:37:19.081609
C00034_T0017,C00034,2025-05-10,Transfer,6593.43,USD,Cyprus,Slovenia,Branch,Loan,John Smith,Business,False,-,2024-06-11 16:31:35.081615
C00034_T0018,C00034,2025-05-11,Transfer,2891.68,USD,Romania,Czech Republic,Mobile App,Commission,Jane Doe,Individual,False,-,2024-02-14 10:44:03.081624
C00034_T0019,C00034,2025-05-12,Deposit,9450.32,USD,Finland,Austria,Branch,Loan,Chris Lee,Government,False,-,2025-02-26 18:01:47.081635
C00034_T0020,C00034,2025-05-13,Payment,2512.88,USD,France,Belgium,API,Investment,John Smith,Business,False,-,2023-11-14 12:09:35.081647
C00034_T0021,C00034,2025-05-14,Investment,769.18,USD,Germany,Norway,Online,Salary,Jane Doe,Government,False,-,2025-03-15 23:22:36.081658
C00034_T0022,C00034,2025-05-15,Withdrawal,1758.9,USD,Croatia,Greece,Branch,Commission,John Smith,Business,False,-,2024-01-17 15:10:23.081665
C00034_T0023,C00034,2025-05-16,Investment,9267.79,USD,Austria,Spain,Branch,Business Expense,Michael Johnson,Unknown,False,-,2024-01-22 09:35:11.081671
