transaction_id,client_id,transaction_date,transaction_type,transaction_amount,currency,origin_country,destination_country,channel,purpose_code,counterparty_name,counterparty_type,is_flagged,flag_reason,created_at
C00023_T0059,C00023,2025-07-10,Withdrawal,8612.75,USD,Spain,Czech Republic,Online,Crypto Settlement,John Smith,Individual,True,-,2025-07-27 16:13:19
C00023_T0060,C00023,2025-07-11,Investment,4657.95,USD,Cyprus,Latvia,API,Investment,Jane Doe,Unknown,True,-,2025-07-27 16:13:19
C00023_T0061,C00023,2025-07-12,Deposit,1367.33,USD,Ireland,United Kingdom,Online,Loan,Chris Lee,Individual,False,Large volume,2025-07-27 16:13:19
C00023_T0062,C00023,2025-07-13,Withdrawal,4060.81,USD,Lithuania,Hungary,Mobile App,Loan,John Smith,Individual,False,-,2025-07-27 16:13:19
C00023_T0063,C00023,2025-07-14,Payment,11378.61,USD,Italy,Malta,Online,Investment,Alice Brown,Government,False,-,2025-07-27 16:13:19
C00023_T0064,C00023,2025-07-15,Investment,259.37,USD,Greece,Luxembourg,Branch,Salary,Michael Johnson,Business,False,-,2025-07-27 16:13:19
C00023_T0065,C00023,2025-07-16,Payment,1035.73,USD,Germany,Netherlands,Branch,Business Expense,Chris Lee,Business,False,-,2025-07-27 16:13:19
C00023_T0066,C00023,2025-07-17,Transfer,754.74,USD,Lithuania,Austria,Mobile App,Business Expense,Jane Doe,Individual,False,-,2025-07-27 16:13:19
C00023_T0067,C00023,2025-07-18,Payment,6872.75,USD,Romania,Sweden,Branch,Investment,Alice Brown,Business,False,-,2025-07-27 16:13:19
C00023_T0068,C00023,2025-07-19,Payment,665.73,USD,Lithuania,Portugal,API,Business Expense,John Smith,Government,False,-,2025-07-27 16:13:19
C00023_T0069,C00023,2025-07-20,Withdrawal,1241.61,USD,Hungary,Portugal,Mobile App,Commission,John Smith,Individual,False,-,2025-07-27 16:13:19
C00023_T0070,C00023,2025-07-21,Transfer,2646.39,USD,Ireland,Norway,API,Loan,Michael Johnson,Business,False,-,2025-07-27 16:13:19
C00023_T0071,C00023,2025-07-22,Deposit,3271.82,USD,Switzerland,Slovenia,Mobile App,Business Expense,Alice Brown,Business,False,Large volume,2025-07-27 16:13:19
C00023_T0072,C00023,2025-07-23,Deposit,5566.89,USD,Germany,France,Mobile App,Crypto Settlement,Alice Brown,Unknown,False,-,2025-07-27 16:13:19
C00023_T0073,C00023,2025-07-24,Deposit,1763.59,USD,Spain,United Kingdom,Branch,Crypto Settlement,Chris Lee,Business,False,-,2025-07-27 16:13:19
C00023_T0074,C00023,2025-07-25,Investment,2576.06,USD,Denmark,Bulgaria,Mobile App,Commission,Chris Lee,Business,False,-,2025-07-27 16:13:19
C00023_T0075,C00023,2025-07-26,Deposit,11347.07,USD,Poland,Denmark,Mobile App,Loan,John Smith,Unknown,False,-,2025-07-27 16:13:19
C00023_T0076,C00023,2025-07-27,Investment,1189.81,USD,Estonia,Ireland,Online,Commission,Jane Doe,Individual,True,-,2025-07-27 16:13:19
C00024_T0001,C00024,2025-04-24,Payment,1327.74,USD,Luxembourg,Malta,Mobile App,Business Expense,Michael Johnson,Government,False,-,2025-07-27 16:13:19
C00024_T0002,C00024,2025-04-25,Deposit,2914.2,USD,Hungary,Italy,API,Business Expense,Michael Johnson,Individual,True,-,2025-07-27 16:13:19
C00024_T0003,C00024,2025-04-26,Investment,6224.45,USD,Estonia,Spain,Mobile App,Investment,Jane Doe,Government,False,-,2025-07-27 16:13:19
C00024_T0004,C00024,2025-04-27,Transfer,2246.06,USD,Spain,Italy,Branch,Commission,Michael Johnson,Government,False,-,2025-07-27 16:13:19
C00024_T0005,C00024,2025-04-28,Deposit,860.46,USD,Romania,Czech Republic,Branch,Loan,John Smith,Business,True,-,2025-07-27 16:13:19
C00024_T0006,C00024,2025-04-29,Withdrawal,1750.18,USD,Iceland,Estonia,Mobile App,Crypto Settlement,Michael Johnson,Business,False,-,2025-07-27 16:13:19
C00024_T0007,C00024,2025-04-30,Payment,2524.67,USD,Belgium,Slovenia,Online,Business Expense,Chris Lee,Government,False,-,2025-07-27 16:13:19
C00024_T0008,C00024,2025-05-01,Transfer,851.85,USD,Germany,Iceland,Online,Commission,Chris Lee,Individual,False,-,2025-07-27 16:13:19
C00024_T0009,C00024,2025-05-02,Deposit,2091.82,USD,Portugal,Malta,Mobile App,Crypto Settlement,Alice Brown,Government,False,Large volume,2025-07-27 16:13:19
C00024_T0010,C00024,2025-05-03,Withdrawal,896.72,USD,Italy,Cyprus,Branch,Loan,Jane Doe,Unknown,False,-,2025-07-27 16:13:19
C00024_T0011,C00024,2025-05-04,Transfer,664.77,USD,Poland,Slovakia,Mobile App,Commission,Chris Lee,Unknown,False,-,2025-07-27 16:13:19
C00024_T0012,C00024,2025-05-05,Investment,1016.05,USD,Switzerland,Luxembourg,API,Crypto Settlement,John Smith,Unknown,False,-,2025-07-27 16:13:19
C00024_T0013,C00024,2025-05-06,Deposit,1532.86,USD,Slovakia,Slovenia,Online,Salary,John Smith,Business,False,-,2025-07-27 16:13:19
C00024_T0014,C00024,2025-05-07,Deposit,1765.92,USD,Hungary,Romania,Mobile App,Crypto Settlement,Alice Brown,Individual,False,-,2025-07-27 16:13:19
C00024_T0015,C00024,2025-05-08,Investment,600.32,USD,Hungary,Czech Republic,Online,Crypto Settlement,Jane Doe,Government,False,-,2025-07-27 16:13:19
C00024_T0016,C00024,2025-05-09,Deposit,1152.53,USD,Norway,Malta,API,Loan,Jane Doe,Individual,False,Large volume,2025-07-27 16:13:19
C00024_T0017,C00024,2025-05-10,Payment,3274.42,USD,Slovakia,Norway,Branch,Commission,Michael Johnson,Individual,False,-,2025-07-27 16:13:19
C00024_T0018,C00024,2025-05-11,Deposit,5092.67,USD,Slovenia,Latvia,Branch,Loan,John Smith,Individual,False,-,2025-07-27 16:13:19
C00024_T0019,C00024,2025-05-12,Payment,350.77,USD,Netherlands,Finland,Branch,Loan,John Smith,Unknown,False,-,2025-07-27 16:13:19
C00024_T0020,C00024,2025-05-13,Deposit,291.48,USD,Cyprus,Czech Republic,Online,Salary,John Smith,Government,False,-,2025-07-27 16:13:19
C00024_T0021,C00024,2025-05-14,Withdrawal,1536.35,USD,Italy,Portugal,API,Crypto Settlement,John Smith,Business,False,-,2025-07-27 16:13:19
C00024_T0022,C00024,2025-05-15,Withdrawal,728.77,USD,United Kingdom,Norway,Mobile App,Commission,Chris Lee,Individual,False,Large volume,2025-07-27 16:13:19
C00024_T0023,C00024,2025-05-16,Transfer,33.36,USD,Belgium,Germany,Branch,Investment,Jane Doe,Individual,False,-,2025-07-27 16:13:19
C00024_T0024,C00024,2025-05-17,Withdrawal,579.59,USD,Cyprus,Switzerland,Online,Business Expense,Michael Johnson,Unknown,False,-,2025-07-27 16:13:19
C00024_T0025,C00024,2025-05-18,Investment,2236.56,USD,Latvia,Ireland,Branch,Loan,Chris Lee,Unknown,False,-,2025-07-27 16:13:19
C00024_T0026,C00024,2025-05-19,Transfer,2172.49,USD,United Kingdom,Malta,API,Loan,Jane Doe,Government,True,Large volume,2025-07-27 16:13:19
C00024_T0027,C00024,2025-05-20,Withdrawal,928.74,USD,Luxembourg,Luxembourg,Mobile App,Loan,Alice Brown,Business,True,-,2025-07-27 16:13:19
C00024_T0028,C00024,2025-05-21,Payment,870.48,USD,Germany,Bulgaria,Branch,Loan,John Smith,Business,False,Large volume,2025-07-27 16:13:19
C00024_T0029,C00024,2025-05-22,Deposit,1178.77,USD,Spain,Estonia,API,Business Expense,Michael Johnson,Unknown,False,-,2025-07-27 16:13:19
C00024_T0030,C00024,2025-05-23,Withdrawal,337.02,USD,Croatia,Hungary,Online,Investment,Jane Doe,Government,True,-,2025-07-27 16:13:19
C00024_T0031,C00024,2025-05-24,Payment,1015.92,USD,Spain,Hungary,API,Salary,Alice Brown,Individual,False,-,2025-07-27 16:13:19
C00024_T0032,C00024,2025-05-25,Transfer,15.11,USD,Spain,Cyprus,Online,Investment,John Smith,Government,False,-,2025-07-27 16:13:19
C00024_T0033,C00024,2025-05-26,Deposit,878.2,USD,Ireland,Croatia,Branch,Business Expense,Alice Brown,Business,False,-,2025-07-27 16:13:19
C00024_T0034,C00024,2025-05-27,Withdrawal,557.25,USD,Croatia,Austria,Branch,Commission,Alice Brown,Unknown,True,-,2025-07-27 16:13:19
C00024_T0035,C00024,2025-05-28,Transfer,1528.73,USD,Latvia,Denmark,API,Salary,Chris Lee,Individual,False,-,2025-07-27 16:13:19
C00024_T0036,C00024,2025-05-29,Withdrawal,1383.9,USD,Switzerland,Latvia,Online,Salary,Alice Brown,Individual,False,Large volume,2025-07-27 16:13:19
C00024_T0037,C00024,2025-05-30,Transfer,652.28,USD,Ireland,Spain,API,Commission,Chris Lee,Business,False,-,2025-07-27 16:13:19
C00024_T0038,C00024,2025-05-31,Withdrawal,9.93,USD,Austria,Switzerland,API,Crypto Settlement,Chris Lee,Individual,True,Large volume,2025-07-27 16:13:19
C00024_T0039,C00024,2025-06-01,Payment,395.57,USD,Portugal,Latvia,Branch,Loan,Alice Brown,Government,False,-,2025-07-27 16:13:19
C00024_T0040,C00024,2025-06-02,Investment,1365.2,USD,Cyprus,Norway,Branch,Business Expense,Jane Doe,Business,False,-,2025-07-27 16:13:19
C00024_T0041,C00024,2025-06-03,Payment,102.22,USD,Iceland,Iceland,Branch,Commission,Alice Brown,Business,False,Large volume,2025-07-27 16:13:19
C00024_T0042,C00024,2025-06-04,Deposit,154.96,USD,Spain,Slovenia,API,Investment,Alice Brown,Individual,False,-,2025-07-27 16:13:19
C00024_T0043,C00024,2025-06-05,Withdrawal,1416.96,USD,Netherlands,Cyprus,API,Investment,Jane Doe,Business,False,-,2025-07-27 16:13:19
C00024_T0044,C00024,2025-06-06,Investment,1918.02,USD,Cyprus,Malta,Mobile App,Crypto Settlement,John Smith,Unknown,False,-,2025-07-27 16:13:19
C00024_T0045,C00024,2025-06-07,Investment,527.86,USD,Bulgaria,Croatia,Mobile App,Commission,Michael Johnson,Government,False,-,2025-07-27 16:13:19
C00024_T0046,C00024,2025-06-08,Deposit,915.31,USD,Italy,Czech Republic,API,Business Expense,John Smith,Business,False,-,2025-07-27 16:13:19
C00024_T0047,C00024,2025-06-09,Deposit,3964.17,USD,Slovakia,Italy,Mobile App,Crypto Settlement,Alice Brown,Unknown,False,-,2025-07-27 16:13:19
C00024_T0048,C00024,2025-06-10,Investment,3959.97,USD,Finland,Sweden,API,Crypto Settlement,John Smith,Individual,False,-,2025-07-27 16:13:19
C00024_T0049,C00024,2025-06-11,Deposit,499.97,USD,Germany,Malta,Branch,Crypto Settlement,Michael Johnson,Business,False,-,2025-07-27 16:13:19
C00024_T0050,C00024,2025-06-12,Deposit,2259.59,USD,Malta,Malta,Online,Salary,John Smith,Unknown,False,-,2025-07-27 16:13:19
C00024_T0051,C00024,2025-06-13,Withdrawal,1226.31,USD,Poland,Belgium,Branch,Salary,Michael Johnson,Individual,False,-,2025-07-27 16:13:19
C00024_T0052,C00024,2025-06-14,Payment,5045.9,USD,Hungary,Sweden,API,Loan,John Smith,Unknown,False,-,2025-07-27 16:13:19
C00024_T0053,C00024,2025-06-15,Transfer,883.53,USD,Netherlands,Slovakia,Branch,Business Expense,Chris Lee,Individual,False,-,2025-07-27 16:13:19
C00024_T0054,C00024,2025-06-16,Investment,2027.85,USD,Bulgaria,Lithuania,API,Investment,Alice Brown,Government,False,-,2025-07-27 16:13:19
C00024_T0055,C00024,2025-06-17,Transfer,1988.74,USD,Spain,Latvia,API,Investment,Michael Johnson,Business,False,-,2025-07-27 16:13:19
C00024_T0056,C00024,2025-06-18,Investment,936.16,USD,Germany,Romania,Mobile App,Loan,Alice Brown,Government,False,-,2025-07-27 16:13:19
C00024_T0057,C00024,2025-06-19,Investment,2160.47,USD,Spain,Croatia,API,Investment,Chris Lee,Government,False,-,2025-07-27 16:13:19
C00024_T0058,C00024,2025-06-20,Payment,411.61,USD,Norway,Bulgaria,Online,Crypto Settlement,John Smith,Business,True,-,2025-07-27 16:13:19
C00024_T0059,C00024,2025-06-21,Investment,177.42,USD,Spain,Italy,Mobile App,Loan,Alice Brown,Government,False,-,2025-07-27 16:13:19
C00024_T0060,C00024,2025-06-22,Investment,753.35,USD,Lithuania,Norway,Online,Loan,John Smith,Government,False,-,2025-07-27 16:13:19
C00024_T0061,C00024,2025-06-23,Payment,3913.0,USD,Hungary,Cyprus,API,Commission,John Smith,Unknown,False,-,2025-07-27 16:13:19
C00024_T0062,C00024,2025-06-24,Deposit,945.16,USD,United Kingdom,Sweden,Branch,Salary,Alice Brown,Individual,False,-,2025-07-27 16:13:19
C00024_T0063,C00024,2025-06-25,Transfer,1372.31,USD,Germany,Malta,API,Business Expense,Michael Johnson,Government,False,-,2025-07-27 16:13:19
C00024_T0064,C00024,2025-06-26,Investment,1331.53,USD,Netherlands,Lithuania,API,Business Expense,Michael Johnson,Business,False,-,2025-07-27 16:13:19
C00024_T0065,C00024,2025-06-27,Payment,193.52,USD,Poland,Slovenia,Branch,Salary,Alice Brown,Unknown,False,Large volume,2025-07-27 16:13:19
C00024_T0066,C00024,2025-06-28,Investment,673.23,USD,Sweden,Austria,Branch,Crypto Settlement,Michael Johnson,Individual,False,-,2025-07-27 16:13:19
C00024_T0067,C00024,2025-06-29,Payment,1670.03,USD,Romania,Sweden,Online,Business Expense,Jane Doe,Government,False,-,2025-07-27 16:13:19
C00024_T0068,C00024,2025-06-30,Transfer,4864.59,USD,Italy,United Kingdom,Mobile App,Investment,John Smith,Government,False,-,2025-07-27 16:13:19
C00024_T0069,C00024,2025-07-01,Withdrawal,250.28,USD,Spain,Romania,Mobile App,Investment,Alice Brown,Business,False,-,2025-07-27 16:13:19
C00024_T0070,C00024,2025-07-02,Deposit,718.94,USD,Lithuania,Norway,Mobile App,Business Expense,Chris Lee,Government,False,-,2025-07-27 16:13:19
C00024_T0071,C00024,2025-07-03,Withdrawal,135.96,USD,Belgium,Netherlands,Online,Commission,Alice Brown,Business,False,-,2025-07-27 16:13:19
C00024_T0072,C00024,2025-07-04,Payment,377.67,USD,Malta,Iceland,Online,Business Expense,Alice Brown,Government,False,-,2025-07-27 16:13:19
C00024_T0073,C00024,2025-07-05,Investment,643.35,USD,Bulgaria,Latvia,Branch,Loan,John Smith,Government,False,-,2025-07-27 16:13:19
C00024_T0074,C00024,2025-07-06,Deposit,1058.49,USD,Estonia,Iceland,Mobile App,Crypto Settlement,Chris Lee,Business,False,-,2025-07-27 16:13:19
C00024_T0075,C00024,2025-07-07,Transfer,356.63,USD,Netherlands,Greece,API,Loan,John Smith,Individual,False,-,2025-07-27 16:13:19
C00024_T0076,C00024,2025-07-08,Deposit,351.33,USD,Norway,Spain,Online,Salary,Michael Johnson,Unknown,True,-,2025-07-27 16:13:19
C00024_T0077,C00024,2025-07-09,Investment,2046.84,USD,Switzerland,Belgium,API,Crypto Settlement,Alice Brown,Business,False,-,2025-07-27 16:13:19
C00024_T0078,C00024,2025-07-10,Withdrawal,4472.73,USD,France,Poland,Mobile App,Crypto Settlement,John Smith,Individual,False,-,2025-07-27 16:13:19
C00024_T0079,C00024,2025-07-11,Payment,532.0,USD,Estonia,Latvia,Mobile App,Investment,Jane Doe,Individual,False,-,2025-07-27 16:13:19
C00024_T0080,C00024,2025-07-12,Withdrawal,1584.79,USD,Portugal,Iceland,Online,Crypto Settlement,Alice Brown,Business,False,-,2025-07-27 16:13:19
C00024_T0081,C00024,2025-07-13,Deposit,406.17,USD,Bulgaria,Estonia,Online,Commission,Michael Johnson,Unknown,False,-,2025-07-27 16:13:19
C00024_T0082,C00024,2025-07-14,Investment,3579.09,USD,Iceland,United Kingdom,Branch,Business Expense,John Smith,Business,False,-,2025-07-27 16:13:19
C00024_T0083,C00024,2025-07-15,Payment,1520.52,USD,Croatia,Slovakia,API,Loan,John Smith,Government,False,-,2025-07-27 16:13:19
C00024_T0084,C00024,2025-07-16,Investment,2208.22,USD,Romania,Italy,Branch,Investment,Jane Doe,Government,False,Large volume,2025-07-27 16:13:19
C00024_T0085,C00024,2025-07-17,Investment,68.87,USD,Netherlands,Slovakia,Branch,Investment,Michael Johnson,Individual,False,-,2025-07-27 16:13:19
C00024_T0086,C00024,2025-07-18,Deposit,1241.68,USD,Poland,Romania,API,Commission,Jane Doe,Government,False,-,2025-07-27 16:13:19
C00024_T0087,C00024,2025-07-19,Withdrawal,1020.43,USD,Spain,Hungary,Mobile App,Commission,Alice Brown,Unknown,False,Large volume,2025-07-27 16:13:19
C00024_T0088,C00024,2025-07-20,Investment,471.76,USD,Croatia,Greece,API,Commission,Chris Lee,Business,False,-,2025-07-27 16:13:19
C00024_T0089,C00024,2025-07-21,Investment,414.17,USD,Ireland,Luxembourg,Mobile App,Commission,John Smith,Unknown,True,-,2025-07-27 16:13:19
C00024_T0090,C00024,2025-07-22,Investment,1180.45,USD,Czech Republic,Slovakia,Branch,Loan,Jane Doe,Individual,False,-,2025-07-27 16:13:19
C00024_T0091,C00024,2025-07-23,Payment,1667.92,USD,Poland,Portugal,Mobile App,Commission,John Smith,Government,False,-,2025-07-27 16:13:19
C00024_T0092,C00024,2025-07-24,Investment,45.9,USD,France,Switzerland,Mobile App,Investment,John Smith,Government,False,Large volume,2025-07-27 16:13:19
C00024_T0093,C00024,2025-07-25,Investment,1140.15,USD,Sweden,Romania,Mobile App,Investment,Jane Doe,Business,False,-,2025-07-27 16:13:19
C00024_T0094,C00024,2025-07-26,Deposit,254.28,USD,Austria,Slovenia,API,Crypto Settlement,John Smith,Unknown,False,-,2025-07-27 16:13:19
C00024_T0095,C00024,2025-07-27,Investment,205.79,USD,Belgium,Poland,Mobile App,Business Expense,Michael Johnson,Unknown,False,-,2025-07-27 16:13:19
C00025_T0001,C00025,2025-06-21,Payment,1718.15,USD,Germany,Luxembourg,API,Business Expense,John Smith,Government,True,-,2025-07-27 16:13:19
C00025_T0002,C00025,2025-06-22,Withdrawal,4139.59,USD,Slovakia,Croatia,Branch,Business Expense,Michael Johnson,Unknown,False,-,2025-07-27 16:13:19
C00025_T0003,C00025,2025-06-23,Withdrawal,3828.27,USD,Belgium,Iceland,API,Commission,John Smith,Government,False,-,2025-07-27 16:13:19
C00025_T0004,C00025,2025-06-24,Withdrawal,747.8,USD,France,Cyprus,Branch,Salary,Chris Lee,Individual,False,-,2025-07-27 16:13:19
C00025_T0005,C00025,2025-06-25,Deposit,1941.43,USD,Greece,Finland,Online,Crypto Settlement,Michael Johnson,Unknown,False,-,2025-07-27 16:13:19
C00025_T0006,C00025,2025-06-26,Deposit,2715.4,USD,Greece,Italy,API,Salary,Jane Doe,Government,False,-,2025-07-27 16:13:19
C00025_T0007,C00025,2025-06-27,Withdrawal,4086.69,USD,Iceland,Romania,Mobile App,Loan,Jane Doe,Individual,False,-,2025-07-27 16:13:19
C00025_T0008,C00025,2025-06-28,Withdrawal,5618.99,USD,Cyprus,Estonia,Mobile App,Loan,Jane Doe,Government,False,Large volume,2025-07-27 16:13:19
C00025_T0009,C00025,2025-06-29,Investment,4639.26,USD,Estonia,Switzerland,Online,Salary,Alice Brown,Individual,True,-,2025-07-27 16:13:19
C00025_T0010,C00025,2025-06-30,Payment,93.38,USD,Latvia,Spain,API,Salary,Jane Doe,Business,False,-,2025-07-27 16:13:19
C00025_T0011,C00025,2025-07-01,Payment,3611.03,USD,Iceland,Bulgaria,Mobile App,Loan,Chris Lee,Government,False,-,2025-07-27 16:13:19
C00025_T0012,C00025,2025-07-02,Transfer,2236.31,USD,Luxembourg,France,Mobile App,Commission,Michael Johnson,Business,False,Large volume,2025-07-27 16:13:19
C00025_T0013,C00025,2025-07-03,Transfer,2773.44,USD,Norway,Malta,Mobile App,Commission,Michael Johnson,Business,False,-,2025-07-27 16:13:19
C00025_T0014,C00025,2025-07-04,Transfer,1517.62,USD,Slovakia,Sweden,Online,Commission,Alice Brown,Unknown,False,-,2025-07-27 16:13:19
C00025_T0015,C00025,2025-07-05,Deposit,4070.31,USD,Czech Republic,Lithuania,Branch,Commission,Alice Brown,Unknown,False,-,2025-07-27 16:13:19
C00025_T0016,C00025,2025-07-06,Deposit,3643.27,USD,Czech Republic,Iceland,Mobile App,Loan,Alice Brown,Government,False,-,2025-07-27 16:13:19
C00025_T0017,C00025,2025-07-07,Investment,2816.64,USD,Czech Republic,Finland,Mobile App,Investment,Chris Lee,Individual,False,-,2025-07-27 16:13:19
C00025_T0018,C00025,2025-07-08,Deposit,6430.17,USD,Bulgaria,Denmark,Branch,Business Expense,Michael Johnson,Unknown,False,Large volume,2025-07-27 16:13:19
C00025_T0019,C00025,2025-07-09,Transfer,349.44,USD,Malta,Austria,Mobile App,Business Expense,John Smith,Unknown,False,-,2025-07-27 16:13:19
C00025_T0020,C00025,2025-07-10,Withdrawal,1164.46,USD,Spain,Poland,API,Business Expense,Alice Brown,Business,False,Large volume,2025-07-27 16:13:19
C00025_T0021,C00025,2025-07-11,Transfer,2222.2,USD,Hungary,Portugal,Mobile App,Business Expense,Jane Doe,Business,False,-,2025-07-27 16:13:19
C00025_T0022,C00025,2025-07-12,Investment,10354.46,USD,Malta,Slovakia,Branch,Loan,John Smith,Individual,True,-,2025-07-27 16:13:19
C00025_T0023,C00025,2025-07-13,Withdrawal,242.83,USD,Norway,Austria,Online,Investment,John Smith,Unknown,False,-,2025-07-27 16:13:19
C00025_T0024,C00025,2025-07-14,Deposit,1336.65,USD,Estonia,Luxembourg,Online,Loan,Alice Brown,Unknown,False,-,2025-07-27 16:13:19
C00025_T0025,C00025,2025-07-15,Withdrawal,8460.9,USD,Italy,Latvia,API,Investment,Jane Doe,Individual,False,-,2025-07-27 16:13:19
C00025_T0026,C00025,2025-07-16,Investment,7420.63,USD,Switzerland,Croatia,Mobile App,Loan,Alice Brown,Unknown,False,Large volume,2025-07-27 16:13:19
C00025_T0027,C00025,2025-07-17,Deposit,6516.84,USD,Luxembourg,Latvia,Mobile App,Salary,Alice Brown,Government,True,Large volume,2025-07-27 16:13:19
C00025_T0028,C00025,2025-07-18,Payment,1198.91,USD,Cyprus,Austria,Branch,Investment,Jane Doe,Government,False,-,2025-07-27 16:13:19
C00025_T0029,C00025,2025-07-19,Transfer,6100.47,USD,Estonia,Hungary,Branch,Business Expense,John Smith,Individual,False,-,2025-07-27 16:13:19
C00025_T0030,C00025,2025-07-20,Transfer,2288.62,USD,Ireland,Netherlands,API,Investment,John Smith,Business,False,-,2025-07-27 16:13:19
C00025_T0031,C00025,2025-07-21,Investment,3144.14,USD,Netherlands,Denmark,API,Crypto Settlement,Jane Doe,Individual,False,Large volume,2025-07-27 16:13:19
C00025_T0032,C00025,2025-07-22,Investment,887.29,USD,Finland,Poland,Mobile App,Commission,John Smith,Government,False,-,2025-07-27 16:13:19
C00025_T0033,C00025,2025-07-23,Transfer,3987.78,USD,Ireland,Slovakia,Mobile App,Investment,Chris Lee,Unknown,False,-,2025-07-27 16:13:19
C00025_T0034,C00025,2025-07-24,Withdrawal,1290.97,USD,Finland,Germany,API,Crypto Settlement,Alice Brown,Unknown,False,-,2025-07-27 16:13:19
C00025_T0035,C00025,2025-07-25,Payment,1370.19,USD,Norway,Iceland,Online,Commission,Chris Lee,Business,False,-,2025-07-27 16:13:19
C00025_T0036,C00025,2025-07-26,Payment,3293.2,USD,Austria,Greece,Online,Crypto Settlement,Chris Lee,Business,False,-,2025-07-27 16:13:19
C00025_T0037,C00025,2025-07-27,Investment,891.59,USD,Sweden,Croatia,Online,Commission,Chris Lee,Government,False,-,2025-07-27 16:13:19
C00026_T0001,C00026,2025-04-22,Withdrawal,770.93,USD,Slovakia,Cyprus,Online,Loan,Jane Doe,Unknown,False,Large volume,2025-07-27 16:13:19
C00026_T0002,C00026,2025-04-23,Transfer,5355.13,USD,Ireland,Iceland,Branch,Loan,Chris Lee,Government,False,-,2025-07-27 16:13:19
C00026_T0003,C00026,2025-04-24,Deposit,2117.44,USD,Sweden,Netherlands,API,Commission,Michael Johnson,Business,False,-,2025-07-27 16:13:19
C00026_T0004,C00026,2025-04-25,Deposit,2479.58,USD,France,Luxembourg,Mobile App,Loan,Alice Brown,Government,False,-,2025-07-27 16:13:19
C00026_T0005,C00026,2025-04-26,Deposit,2498.14,USD,Norway,Finland,Mobile App,Investment,Jane Doe,Individual,False,-,2025-07-27 16:13:19
C00026_T0006,C00026,2025-04-27,Investment,110.17,USD,Lithuania,Finland,API,Crypto Settlement,Chris Lee,Business,False,-,2025-07-27 16:13:19
C00026_T0007,C00026,2025-04-28,Deposit,400.54,USD,Czech Republic,Spain,Branch,Commission,John Smith,Individual,False,-,2025-07-27 16:13:19
C00026_T0008,C00026,2025-04-29,Investment,1191.65,USD,Bulgaria,Lithuania,API,Crypto Settlement,Jane Doe,Individual,False,-,2025-07-27 16:13:19
C00026_T0009,C00026,2025-04-30,Payment,809.52,USD,Ireland,Iceland,Mobile App,Loan,John Smith,Unknown,False,-,2025-07-27 16:13:19
C00026_T0010,C00026,2025-05-01,Deposit,933.08,USD,United Kingdom,Luxembourg,Mobile App,Salary,Alice Brown,Unknown,False,-,2025-07-27 16:13:19
C00026_T0011,C00026,2025-05-02,Investment,2681.44,USD,Greece,Greece,Mobile App,Crypto Settlement,Chris Lee,Business,True,-,2025-07-27 16:13:19
C00026_T0012,C00026,2025-05-03,Transfer,26.08,USD,Luxembourg,Malta,Mobile App,Investment,John Smith,Unknown,False,-,2025-07-27 16:13:19
C00026_T0013,C00026,2025-05-04,Investment,1904.78,USD,France,Finland,Branch,Salary,Michael Johnson,Government,False,-,2025-07-27 16:13:19
C00026_T0014,C00026,2025-05-05,Investment,0.19,USD,Netherlands,Norway,Mobile App,Investment,John Smith,Business,False,-,2025-07-27 16:13:19
C00026_T0015,C00026,2025-05-06,Transfer,114.85,USD,United Kingdom,Hungary,Mobile App,Salary,John Smith,Unknown,False,-,2025-07-27 16:13:19
C00026_T0016,C00026,2025-05-07,Investment,925.24,USD,Iceland,Romania,Branch,Loan,Chris Lee,Unknown,False,-,2025-07-27 16:13:19
C00026_T0017,C00026,2025-05-08,Transfer,3241.8,USD,Poland,Denmark,API,Salary,Chris Lee,Government,False,-,2025-07-27 16:13:19
C00026_T0018,C00026,2025-05-09,Withdrawal,276.21,USD,Finland,Iceland,Branch,Crypto Settlement,Jane Doe,Individual,False,-,2025-07-27 16:13:19
C00026_T0019,C00026,2025-05-10,Deposit,1426.18,USD,Ireland,Lithuania,Mobile App,Salary,John Smith,Government,False,Large volume,2025-07-27 16:13:19
C00026_T0020,C00026,2025-05-11,Payment,2000.9,USD,Spain,Slovakia,Online,Investment,John Smith,Individual,False,Large volume,2025-07-27 16:13:19
C00026_T0021,C00026,2025-05-12,Investment,459.78,USD,France,Lithuania,Branch,Loan,Chris Lee,Unknown,False,-,2025-07-27 16:13:19
C00026_T0022,C00026,2025-05-13,Transfer,1266.23,USD,Denmark,Italy,Branch,Investment,Michael Johnson,Individual,False,-,2025-07-27 16:13:19
C00026_T0023,C00026,2025-05-14,Deposit,4273.62,USD,Hungary,Czech Republic,API,Loan,Chris Lee,Individual,False,-,2025-07-27 16:13:19
C00026_T0024,C00026,2025-05-15,Investment,1265.86,USD,Spain,Greece,Mobile App,Crypto Settlement,Michael Johnson,Unknown,False,-,2025-07-27 16:13:19
C00026_T0025,C00026,2025-05-16,Deposit,301.82,USD,Italy,Lithuania,Online,Business Expense,Chris Lee,Business,False,-,2025-07-27 16:13:19
C00026_T0026,C00026,2025-05-17,Withdrawal,1742.74,USD,Croatia,Lithuania,Branch,Commission,Alice Brown,Government,True,-,2025-07-27 16:13:19
C00026_T0027,C00026,2025-05-18,Investment,1581.61,USD,Estonia,Italy,Branch,Crypto Settlement,John Smith,Unknown,False,-,2025-07-27 16:13:19
